company,position,link,location,experience,additional_info,date,views,rewiews,description
Uni Agency,Python Developer,https://djinni.co/jobs/616889-python-developer/,Україна,2,"Тільки віддалено, 2 роки досвіду, Upper-Intermediate",20:54 18.12.2023,332,163,"<b>Uni Agency</b> is a team of professionals who specializes in 3D graphics and website creation. We are truly professionals in our field. We can teach you to understand our niche specialty in absolutely everything. 3D graphics, visualization, modeling, customization and much more will be waiting for you in our wonderful company.<br><br>We are currently seeking <b>a skilled Python Developer</b> to join our dynamic team to implement our own and client`s projects.<br><br><b>Responsibilities:</b><br><br>*Development of the software server part of the developed software products;<br>*Independent development of backend components.<br><br><br><b>Requirements:</b><br><br>- At least 2 year experience as a Python programmer;<br>- Experience with popular Python frameworks (Django, FastApi);<br>- Confident knowledge of SQL (ability to compose and optimize complex queries);<br>- Experience with Git version control system;<br>- Quality and easy to read Python code with comments;<br>- Understanding someone else's code;<br>- Knowledge of Linux (*nix);<br>- Experience working in a team;<br>- Understanding the principles of Rest Api<br>- English knowledge - Upper-Intermediate<br><br><br><b>Would be a plus:</b><br><br>*Experience with data science;<br>*Experience with OpenCV, OpenAI;<br>*Knowledge of NoSQL databases;<br>*Experience with highload projects.<br><br><br><b>Terms:</b><br><br>*Trial period: debatable<br>*Eight-hour working day, schedule 5/2<br>*Paid holiday and sick-leave<br>*Opportunities for professional and career growth<br>*Friendly, active and young team<br>*English training (you can improve your English with us).<br><br><br><b>If you want to become a part of our team and work on the projects of the world level - we check on you!</b>"
Sigma Software,Senior Full Stack Software Developer (Python+JS),https://djinni.co/jobs/616862-senior-full-stack-software-developer-python-j/,"Польща,    Україна",5,"Office або Remote, 5 років досвіду, Upper-Intermediate",18:12 18.12.2023,68,14,"We’re in search of an experienced Senior Full stack Software Developer ready to significantly impact on the product development of our groundbreaking Defense Platform. This platform is set to revolutionize the economics of cybercrime and we’re thrilled about its possibilities.<br><br>Exciting, isn’t it?<br><br>We hope you can join us in that mission!<br><br><b>CUSTOMER</b><br>The company was founded in 2012 in Brooklyn. Our humble beginnings led to the creation of the Defense Platform, the backbone of all our products that safeguards enterprises from sophisticated bot attacks, fraud, and account abuse. Today, we verify the humanity of more than 20 trillion interactions per week for some of the largest companies and internet platforms.<br><br><b>PROJECT</b><br>You’ll join us at an exciting moment in our product story: we joined forces with two big companies in a market-changing merger. Together, we will disrupt the economics of cybercrime. We hope you can join us in that mission.<br><br><b>RESPONSIBILITIES</b><br>- Develop solutions to improve time to identify and prevent bots and malicious activity<br>- Support internal Research teams with solutions that enable rapid identification of threats<br>- Improve manual QA and release process with automation and CI/CD<br>- Improve platform reliability through improved alerting and monitoring<br>- Evaluate system operating requirements and look for opportunities to reduce cost<br>- Partner with stakeholders from Product, Customer Success, Research, and Ops teams to gather requirements and propose solutions<br><br><b>REQUIREMENTS</b><br>- 5-7+ years of experience with Python<br>- Ability to develop UIs using Javascript and HTML<br>- Experience with Snowflake, SQL, and non-relational databases<br>- Experience with Imply<br>- Familiarity with web crawlers and ETL pipelines<br>- Familiarity with developing UIs for internal tools<br>- Familiarity with developing solutions in cloud providers like AWS and GCP<br>- At least an Upper-Intermediate level of English<br><br><b>PERSONAL PROFILE</b><br>- Strong problem solver. You like a challenge and get excited when details are limited, and you can help influence the direction of the solution<br>- Self-driven and motivated<br>- A visionary thinker with an eye for quality solutions<br>- Able to work independently<br>- Passionate about leveraging technology to solve complex problems<br><br>Ми шукаємо досвідченого Senior Full Stack Software Developer, готового суттєво вплинути на розробку продукту нашої новаторської оборонної платформи. Ця платформа має здійснити революцію в економіці кіберзлочинності, і ми в захваті від її можливостей.<br>Захоплююче, чи не так?<br>Ми сподіваємося, що ти приєднаєшся до нас у цій місії!<br><br><b>ПРОЕКТ</b><br>Компанія була заснована у 2012 році в Брукліні. Почавши з малого, ми врешті створили Defense Platform — фундамент всіх наших продуктів, який захищає підприємства від складних бот-атак, шахрайства та зловживань з акаунтами. Сьогодні ми перевіряємо безпеку понад 20 трильйонів взаємодій на тиждень для найбільших компаній та інтернет-платформ.<br>Ти приєднаєшся до нас у захоплюючий момент історії нашого продукту: ми об’єднали зусилля з двома великими компаніями в рамках злиття, яке змінить ринок. Разом ми руйнуватимемо економіку кіберзлочинності. Ми сподіваємося, що ви зможете приєднатися до нас у цій місії.<br><br><b>ОБОВ’ЯЗКИ</b><br>- Розробка рішень для скорочення часу на виявлення та запобігання ботів і зловмисної активності<br>- Підтримка внутрішніх дослідницьких команд рішеннями, що дозволяють швидко виявляти загрози<br>- Покращення процесу ручного тестування та релізу за допомогою автоматизації та CI/CD<br>- Підвищення надійності платформи завдяки покращеному сповіщенню та моніторингу<br>- Оцінка системних оперативних вимог та пошук можливостей для зниження витрат<br>- Співпраця із зацікавленими сторонами з команд Product, Customer Success, Research та Ops для збору вимог та пропонування рішень<br><br><b>ВИМОГИ</b><br>- 5-7+ років досвіду роботи з мовою програмування Python<br>- Вміння розробляти UI з використанням JavaScript та HTML<br>- Досвід роботи з Snowflake, SQL та нереляційними базами даних<br>- Досвід роботи з Imply<br>- Знання вебсканерів та ETL-пайплайнів<br>- Досвід розробки інтерфейсів для внутрішніх інструментів<br>- Досвід розробки рішень в хмарних сервісах, таких як AWS та GCP<br>- Знання англійської мови на рівні не нижче Upper-Intermediate<br><br><b>ПЕРСОНАЛЬНІ ЯКОСТІ</b><br>- Високий рівень вміння вирішувати проблеми. Подобаються виклики, коли деталі обмежені, і ти можеш впливати на напрямок рішення<br>- Цілеспрямований і вмотивований<br>- Людина з далекоглядним мисленням, яка прагне до якісних рішень<br>- Здатний працювати самостійно<br>- Прихильник використання технологій для вирішення складних проблем"
Ajax Systems,Python Developer in Test (Apps),https://djinni.co/jobs/555456-python-developer-in-test-apps-/,"Релокейт,    Україна",2,"Product, Тільки офіс, 2 роки досвіду",17:51 18.12.2023,102,8,"<b>About project:</b><br>Ajax is an ecosystem whose work is impossible without high-quality and easy-to-use applications. Manual testers and the automation team are responsible for the operation of this part of the Ajax world. They have just developed a framework that allows you to recreate any situation imaginable by our QA. We testing on iOS / AOS platforms using Appium.<br><br><b>What is a technically interesting vacancy?</b><br>The project is actively developing, so you can influence its outcome at the start. Today, the basic functionality has been developed, which is enough to write tests, but there is a large area of uncovered cases, for the automation of which it is necessary to develop new functionality of the framework.<br><br><b>Responsibilities:</b><br>Develop, maintain, and own automated testing frameworks;<br>Design and implement test scripts (Python3, pytest);<br>Analyse results of the test runs (Allure);<br>Writing bug reports of found issues and support their life cycle;<br>Recommends improvements to the testing processes to create efficiencies;<br>Estimates effort required for own work;<br><br><b>Required skills:</b><br>2+ years of experience writing and executing tests in Python3;<br>Strong knowledge of software QA methodologies, tools and processes;<br>Experience with CI/CD Tools (Jenkins, Bitbucket, etc.);<br>Experience in working with bug trackers;<br>Knowledge of UNIX/Linux OS;<br>Knowledge of client-server architecture;<br><br><b>Nice-to-Have Skills:</b><br>Experience in automation GUI-testing;<br>Experience with gRPC;"
Yalantis,Senior Python developer,https://djinni.co/jobs/616819-senior-python-developer/,Україна,5,"Office або Remote, 5 років досвіду, Upper-Intermediate",16:34 18.12.2023,50,11,"We’re looking for an experienced Python developer to join our team.<br><br>Responsibilities:<br><br>- Collaborate and build solutions regarding architecture, backend APIs, and testingframeworks<br>- Write TDD, functional and automated tests for new and existing features<br>- Provide documentation for written code and assist in peer code reviews<br>- Assist in resolving operational issues for implemented features<br>- Provide support for successful feature rollout and deployment<br><br>Requirements:<br><br>- Bachelor’s or Master’s degree in Computer Science, Software Engineering, or a related field (or equivalent practical experience).<br>- Proven experience as a software developer, including hands-on experience withcloud-based software development, preferably on AWS.<br>- Strong knowledge of programming languages Python, JavaScript and relatedframeworks.<br>- Experience in designing and building scalable, secure, and highly available cloudinfrastructure on AWS, including Fargate and Lambda<br>- Solid understanding of software development methodologies, agile practices, andcontinuous integration/continuous deployment (CI/CD) processes using Terraform<br>- Familiarity with software testing principles and practices, including TDD and automated testing frameworks and tools.<br>- Experience developing data acquisition and transformation systems and relatedautomation preferred.<br><br>Our benefits:<br><br>GROWTH & EDUCATION<br>Individual development plan.<br>Mentoring program.<br>Evaluation process.<br>Professional education.<br>Covering the cost of professional certifications.<br>Corporate library.<br>English classes.<br><br>COMMUNITY<br>Technological community.<br>Volunteering & Charity.<br>Yalantis events.<br>Yalantis Education.<br>Project Teambuilding activities.<br>Workation in Larnaca.<br><br>WELLBEING<br>Medical insurance/Health check-up/Sports activities compensation — up to your choice.<br>Vacation & Day Offs.<br>Mental health support program.<br>Public holidays.<br>Financial and legal support for private entrepreneurs.<br><br>WORK ENVIRONMENT<br>Cozy offices (Dnipro, Kyiv, Lviv, Warsaw, Larnaca).<br>Corporate Top-notch equipment and quality tools.<br>Flexible format of work.<br>Eco & Pet-friendly space.<br>Fun activities in offices.<br>Y-bucks & Yalantis store."
Develux,Senior Python Backend Engineer,https://djinni.co/jobs/616812-senior-python-backend-engineer/,Україна,5,"Product, Office або Remote, 5 років досвіду, Upper-Intermediate",16:30 18.12.2023,51,20,"<b>What are we doing?</b><br>Develux is an IT consulting and software development company with products for the US market and outsourcing services worldwide. The company has been on the market since 2014 and has achieved perfect results in our four business units. We have 350+ goal-oriented, passionate specialists who are open to new challenges.<br><br><b>How old is the project? What stage is it at?</b><br>We are in the ed-tech space helping hundreds of thousands of students deal with academic hurdles and questions. We have been around since 2014, overgrowing every year. Furthermore, we are currently working on expanding the functionality of our product, all while focusing on improving customer experience and increasing our financial metrics.<br>Our company is a B2B2C educational platform that provides academic paper writing services. Our clients can choose the type of work, set requirements and deadlines, and choose the author. In addition, online chat allows customers and authors to communicate with each other to clarify.<br>We also provide services for checking papers for plagiarism, editing and correcting text, and training and advice on improving research paper writing skills. Our team of writers consists of only the best experts, who are rigorously screened and constantly improve their skills.<br>Our platform also provides the opportunity to receive feedback from authors and ask for technical support and help in choosing the best work.<br>We constantly improve our platform and services to provide our customers with the highest convenience and quality.<br>Our support team is always available to help customers with any questions regarding our platform. We strive to ensure that our clients have only a positive experience with us and recommend us to their friends and colleagues.<br><br><b>What do you need to do?</b><br>Write clean and well-structured code that is easy to read and maintain.<br>Use version control to manage code changes and collaborate with other developers.<br>Follow security best practices when handling sensitive data or user information.<br>Use automated testing tools to ensure code quality and reduce the risk of bugs.<br>Document your code and write clear and concise comments.<br>Use modular design principles to make your code more flexible and reusable.<br>Stay up-to-date with the latest industry trends and technologies.<br>Use design patterns and best practices to make your application more maintainable and extensible.<br>Technologies:<br>Python 3.x, DRF, Django Channels, Redis, PostgreSQL, Elasticsearch, AWS<br><br><b>Work experience:</b><br>5+ years of commercial experience with Python 3;<br>1+ years of experience with designing, implementing REST API (DRF, Fast API);<br>Experience working with relational and NoSQL databases(PostgreSQL, MongoDB);<br>Experience working on Linux, Docker;<br>Clear understanding of high-quality code, unit testing, software design and design patterns;<br>Exceptional problem-solving, technical and data analysis skills;<br>Experience with Scrum/Agile methodology, CI/CD.<br>Qualities: Star performer, Team player, Fast, Strong ownership<br>Additional hard skills:<br>Some experience with Elasticsearch;<br>Experience with Kubernetes, Clouds(AWS/GCP)<br>Questions and Answers:<br>- Does the job come with a probation period, and if so, how long does it last?Yes, there is a three-month probation period.<br>- What is the expected work schedule?<br>Full-time, flexible, please start no later than 11:00 (on average 8 hours per day). The office in Kyiv is open from 9:00 to 20:00. You can work remotely and also you can choose hybrid mode where you can combine working on-site and remotely.<br>- How many vacation and sick days are provided?<br>Annual paid vacation – 21 working days; Paid confirmed sick leave; 6 unconfirmed sick days/days off a year.<br><br><b>What social package and benefits are offered?</b><br>- English courses (up to 80 USD/month after successful completion of the probation period)<br>- Compensation for the cost of a subscription sports center (up to 80 USD/month after successful completion of the probation period)<br>- Medical insurance (50% after successful completion of the probation period) or $200 a year for health care<br>- Corporate events<br><br><b>Hiring process:</b><br>HR-call with Recruiter<br>Interview with the Hiring manager (1 hour)<br>Trial day<br>Proposal for cooperation with Develux<br>We believe that people with different perspectives and lived experiences drive the company to create unique solutions."
Orderry,Senior Backend Engineer (Python),https://djinni.co/jobs/541091-senior-backend-engineer-python-/,Україна,5,"Product, Гібридна робота, 5 років досвіду, Intermediate",15:55 18.12.2023,43,4,"Стек: Python 3.9, Django 4, DRF, Celery, PostgreSQL, Redis, Kafka, RabbitMQ, OpenAPI, Swagger, Pytest<br><br>Requirements:<br>5+ років досвіду на позиції Python Developer<br>Впевнене розуміння написання коду на Python<br>Глибоке знання реляційних баз даних і SQL. Розуміння прийомів індексування/шардингу/розбиття таблиць та коли їх використовувати<br>Досвід профайлінгу та оптимізації SQL запитів<br>Впевнені знання структур даних та алгоритмів (Big O)<br>Розуміння побудови додатків з REST API архітектурою<br>Досвiд з Celery<br>Досвiд з брокерами повідомлень RabbitMQ або Kafka<br>Розуміння та практичний досвід використання DRF або FastAPI<br>Досвід з Docker та Docker Compose<br>Досвід з Redis<br>Досвiд smoke/unit тестування з використанням Pytest<br>Досвід з Redis bash<br>Досвід з Redis Git<br>Гарні problem-solving навички<br><br>Буде плюсом:<br>Досвід роботи з сучасними інструментами моніторингу, такими як Grafana, Prometheus / LOKI, Data Dog тощо.<br>Практичний досвід побудови CI/CD процесів<br>Розуміння cloud інфраструктури та маніпулювання будь-якими інструментами оркестрації<br><br>Обов’язки:<br>Розробка нового функціоналу з нуля<br>Імплементація нових та вдосконалення існуючих технічних рішень<br>Тісна взаємодія з такими командами розробників, як QA, Frontend, DevOps<br>Оптимізація роботи баз даних<br>Планування та участь у розробці мікросервісів<br>Створення RFC та документації System Design для подальшої розробки<br><br>Пропонуємо<br>— Ми за саморозвиток та професійне зростання. Потрібно прокачатися — бери участь в заходах повністю або частково за рахунок компанії.<br>— На тебе чекають рев’ю для розбору цілей і завдань, 1-to-1 зустрічі з тімлідом і постійна підтримка тьютора.<br>— Великий і просторий офіс всього в хвилині від м. Бориспільська. Шлях на роботу завжди буде у протилежному напрямку від заторів.<br>— Ти матимеш 18 робочих днів відпустки, 10 оплачуваних лікарняних на рік (без лікарняного)<br>— Можливість працювати вдома.<br>— Курси англійської в офісі<br>— Ми надаємо юридичну та бухгалтерську підтримку за необхідності.<br>— Маєш власне авто? Тоді ми маємо для тебе місце на парковці бізнес-центру.<br><br>Обов’язки<br>— Розробка нової функціональності з нуля, розвиток та підтримка існуючої функціональності.<br>— Робота над архітектурою додатку.<br>— Уніфікація і стандартизація рішень.<br>— Комунікація з іншими командами в пошуку оптимальних рішень.<br>— Допомагати нам робити наші практики кращими, втілювати на практиці твої ідеї.<br>— Розробка нових методів нашого PRC.<br>— Написання тестів.<br><br>Про проєкт<br>Ми використовуємо продуктово-інженерний підхід у вирішенні завдань. Оскільки ми продуктова компанія, нам важливо, щоб розробники не лише виконували завдання, а й розуміли проблеми бізнесу, які вони закривають. Працюючи в невеликих командах, ви зможете впливати на дизайн системи та вносити великий внесок у зростання компанії.<br><br>Прагнемо створити середовище, яке забезпечує необхідну підтримку та наставництво для довготривалого розвитку наших співробітників.<br><br>Наш стек технологій<br>Python 3.9, Django 4, Celery, Protobuf<br>PostgreSQL, Redis, Kafka<br>asyncio / aiohttp<br>Docker, Kubernetes<br><br>Технічно, проект являє собою Django-додаток і кілька, порівняно невеликих, окремих сервісів на asyncio / aiohttp які реалізують інтеграції зі сторонніми системами (телефонія, SMS-шлюзи).<br><br>Сервіси між собою спілкуються через RabbitMQ. Також є один маленький сервіс на Erlang, який використовується як websocket сервер. Всього близько 100 тисяч рядків backend-коду.<br><br>Зберігаємо дані в Postgres. Обсяги інформації в окремих таблицях — порядку десятків мільйонів рядків, тому потрібно грамотно думати про швидкодію. Для кешування використовуємо Redis.<br><br>Фронтенд — односторінкове додаток на React / Redux. Проект повністю мігрувати на Python 3 і останню версію Django. Ми завжди намагаємося підтримувати всі залежності проекту в останніх стабільних версіях."
Hevelian,Python Engineer,https://djinni.co/jobs/616775-python-engineer/,Україна,3,"Product, Office або Remote, 3 роки досвіду, Upper-Intermediate",15:32 18.12.2023,79,20,"<b>Project description:</b><br>Our project is the ultimate health coaching app designed to empower individuals to achieve their wellness goals. Our seasoned doctors and coaches work closely with users personally, understanding their unique needs and challenges. Through the app, we guide users in identifying necessary lifestyle changes to enhance both mind and body.<br><br><b>Requirements:</b><br>▪️ 4+ years of experience with Python.<br>▪️ Strong experience in web development utilizing Flask and associated frameworks.<br>▪️ Solid understanding of PostgreSQL.<br>▪️ Experience with Docker.<br>▪️ Experience working with RabbitMQ and Redis.<br>▪️ Experience working with AWS or other cloud service providers.<br>▪️ Understanding of RESTful APIs and the ability to integrate front-end interfaces with back-end systems.<br>▪️ Proficient use of Git for version control.<br>▪️ At least Upper-intermediate level of English.<br><br><b>Nice to Have:</b><br>▪️ Experience in frontend engineering using React, emphasizing the construction of complex web applications.<br><br><b>Responsibilities:</b><br>▪️ Work collaboratively with teams.<br>▪️ Create high-quality, scalable, reusable code to guarantee efficient and seamless user experiences.<br>▪️ Conduct code reviews, offering valuable feedback to maintain code quality and uphold best practices.<br>▪️ Contribute to the ongoing improvement of development processes and methodologies within the team.<br><br><b>We offer:</b><br>▪️Competitive salary rate depending on your experience and skills.<br>▪️Challenging tasks and ability to improve professional knowledge and skills.<br>▪️A team where your feedback is appreciated.<br>▪️Flexible working hours/possible remote work.<br>▪️Modern office and equipment.<br>▪️Free corporate English classes + meetings with native speaker.<br>▪️Сoverage of courses and IT conferences.<br>▪️Covered vacation of 24 working days, paid sick leaves.<br>▪️Accounting support.<br>▪️Table tennis.<br>▪️Events and team buildings."
Adaptiq,Python Engineer (Poland),https://djinni.co/jobs/616753-python-engineer-poland-/,Польща,5,"Product, Тільки віддалено, 5 років досвіду, Upper-Intermediate",15:03 18.12.2023,21,4,"We are a pioneer in the field of Enhanced Sensory AI, and are proud to say that we have transformed customer and field service sectors. With an impressive portfolio of patents in AI and augmented reality, we introduced the concept of remote visual support to the broader audience.<br><br>Today, our advanced AI can see, hear, and guide people with visual instructions using smartphones and PCs.<br><br>We proudly serve a diverse clients' portfolio, including global industry leaders such as Vodafone, Orange, Hitachi, and dozens of Fortune 500 companies.. Our AI technology is the result of extensive training on vast datasets, encompassing customer interactions in voice, text, and visuals, enabling pattern recognition and optimal issue resolution.<br><br>We are rapidly expanding globally and is backed by leading venture capital firms like Salesforce Ventures, Scale Ventures, and OurCrowd.<br><br>Your responsibilities<br>Serve as a technical domain expert on backend development.<br>Establish design principles with the broader development team.<br>Hands-on web development of production-ready applications at scale.<br>Design and implement efficient and well-engineered solutions.<br>Work closely with data science, product, QA and infrastructure teams.<br><br>Skills<br>Back-end: Python, Django with celery<br>AWS experience<br>Data: Basic SQL and NoSQ-mongodbL, AWS S3<br>Experience<br><br>5+ years in backend development<br>5+ years in Python, Django with celery<br>Extensive AWS experience, including serverless architectures<br>Experience with CI/CD processes and tools (Jenkins, Docker, Kubernetes)<br>Experience with SQL and NoSQ-mongodbL<br>Nice to have: Experience in Machine Learning/Deep Learning<br><br>Education<br>Bachelor’s or Master's in Computer Science, Software Engineering or a related field"
Zutobi,Senior Python (Django) Developer,https://djinni.co/jobs/616686-senior-python-django-developer/,"Швеція,    Україна",5,"Product, Тільки віддалено, 5 років досвіду, Intermediate",13:12 18.12.2023,59,18,"<b>Zutobi</b> is a global edtech product company that provides engaging and innovative digital solutions for driver education.<br>Our <b>core product Zutobi Drivers Ed</b> is an app and web-based learning platform that helps students to prepare for completing the permit test needed for getting a driver’s license.<br>Now we are launching <b>a new product Zutobi Instructor</b> — a solution that is designed to simplify the daily operations of driving schools.<br>We want to change the driving school industry by making the best driving school software in the world.<br>So, currently, we are seeking <b>a strong Python Developer</b> to join our amazing global team! In this role, you will be part of our product team, which has been working on Zutobi’s products.<br>In this role you will be responsible for developing new product features as well as improving existing ones.<br><br><b>About you:</b><br>— At least 4-5 years of commercial experience as a Back End Developer.<br>— Experience developing web applications using Python/Django/DRF.<br>— Experience working with relational and NoSQL databases.<br>— Experience working with Celery, RabbitMQ, Redis.<br>— Experience working with Cloud Services (Google Cloud Platform, AWS).<br>— Experience working with Docker.<br>— Experience writing unit tests.<br>— Experience with performance improvements.<br>— Good problem solving, technical and data analysis skills.<br>— Good knowledge of best practices in software design and design patterns.<br>— Good Computer Science fundamentals.<br>— Intermediate+ (or higher) English level.<br><br><b>Will be a plus:</b><br>— Experience with PHP.<br>— Experience with Node.js/Express.<br>— Experience with Front End and/or Mobile Development.<br><br><b>About your responsibilities:</b><br>— Working in an international distributed team in an Agile environment.<br>— Designing and developing new product features as well as improving existing ones.<br>— Identify and troubleshoot bugs and performance issues.<br>— Write unit tests, API documentation in swagger.<br>— Participating in product discussion meetings and technical decisions.<br>— Documenting technical decisions and approaches<br><br><b>What we offer:</b><br>— Working in the industry leader and growing together with the product (we finally reached over 250,000 monthly users).<br>— The freedom to push boundaries and use all your expertise.<br>— Salary review based on work performance.<br>— Remote work.<br>— Paid vacation & sick leaves (20 business days per year).<br>— Full taxation coverage from the company’s side.<br>— Development courses/training reimbursement.<br><br><b>Our mission</b><br>Our mission is to empower people through digital.<br>We provide engaging and innovative digital solutions that enable people to achieve their dreams and goals.<br><br>Our <b>core values</b> that guide everything we do are:<br><b>Safety</b> — we put safety first and never compromise on it. Our top priority is ensuring the well-being of our team and our customers.<br><b>Simplicity</b> — we believe in keeping things straightforward, clear, and easy to understand.<br><b>Modernity</b> — we stay up-to-date with the latest trends and changes, and actively work to embrace them.<br><b>Encouragement</b> — we are dedicated to supporting the progress of our colleagues, users, and society. By encouraging others to grow, we grow ourselves.<br><b>Helpfulness</b> — we are committed to providing people with what they need, and focus on creating lasting value in everything we do.<br><b>Accountability</b> — we lead the company by prioritizing high-value activities, delivering on time, and addressing challenges proactively with colleagues."
Kozak Agency,Middle/Senior Full Stack (Python / React.js / TypeScript),https://djinni.co/jobs/616665-middle-senior-full-stack-python-react-js-type/,Україна,3,"Тільки віддалено, 3 роки досвіду, Upper-Intermediate",12:30 18.12.2023,44,8,"<b>We are looking for a Python Developer for an outstaff project.</b><br><br><b>About the project:</b> it is a legal technology tool that lets lawyers use everyday words to make changes to documents instantly and accurately. The project’s mission is to make legal work less annoying, boring, and frustrating<br><br><b>Client’s location: EST time zone<br>Start date: in 2-3 weeks<br>Workload: full-time<br>Duration: 3-6 months</b><br><br><b>Requirements:</b><br>- Minimum 3 years of experience developing web applications using React<br>- Solid understanding of the following programming languages: TypeScript, JavaScript, and Python<br>- Additional experience with: React development with functional components; REST API architecture, construction, and consumption<br>- Advanced Microsoft Word<br>- Upper-Intermediate English<br><br><b>Preferred:</b><br>- Machine Learning: Building and managing training datasets for intent detection and training models<br>- Microsoft Word Add-In Design<br>- PostgreSQL experience<br>- Python libraries (i.e. Flask, Marshmallow)<br><br><b>We offer:</b><br>- cooperation with a stable company with well-established processes and a positive atmosphere;<br>- experience in project management of different levels of complexity, methodology, and approaches;<br>- flexible schedule: Mon-Fri (8 hours a day);<br>- a decent level of remuneration with regular reviews of the results of cooperation;<br>- corporate library for self-development;<br>- extensive loyalty program."
dZENcode,Python developer / strong junior,https://djinni.co/jobs/559927-python-developer-strong-junior/,Україна,1,"Тільки віддалено, 1 рік досвіду, Pre-Intermediate",12:16 18.12.2023,441,84,"<b>Необхідні навички:</b><br>- Досвід в IT компанії на Python - від 1+ року;<br>- Знання фреймворку Django;<br>- Впевнене знання Python3;<br>- Відмінне знання мови програмування Python;<br>- Досвід вирішення завдань, пов'язаних з асинхронним програмуванням.<br><br><b>Обов'язки:</b><br>- Проектування і розробка нових та існуючих проектів;<br>- Розробка API для клієнтських додатків і сервісів;<br>- Участь в оцінюванні проєктів;<br>- Відповідальність за свою роботу.<br><br><b>Буде плюсом:</b><br>- Знання AWS;<br>- Досвід роботи з noSQL.<br>- Розмовна Англійська.<br><br><b>Ми пропонуємо:</b><br>- П'ятиденка, 8 годинний робочий день;<br>- Відпустка 2+ тижні від Вашого середньорічного результату роботи;<br>- Гнучкий графік, будь-який день можна зробити днем відпочинку (вирішили питання лікарняних і на ""свій рахунок"") або ще однією відпусткою :)<br>- Гідна заробітна плата, яка розраховується відповідно до ваших результатів відповідно до ваших знань та досвіду;<br>- Індексація заробітної плати відповідно до результатів роботи, оплачувані овертайми."
SPS Commerce,Staff Software Engineer/Tech lead,https://djinni.co/jobs/609164-staff-software-engineer-tech-lead/,Україна,5,"Product, Гібридна робота, 5 років досвіду, Advanced/Fluent",10:53 18.12.2023,40,0,"Tech Lead is a technical expert and a leader who plays a crucial role in guiding the development team, making technical decisions, and ensuring the successful delivery of a high-quality software product.<br><br>You will make high-level design decisions, ensuring the overall system architecture aligns with the project’s goals and requirements. Planning for the system’s scalability as the project evolves, anticipating future requirements, and making architectural decisions that support scalability. Identifying and addressing performance bottlenecks in the design, optimizing code and architecture for better performance, identifying and mitigating technical risks associated with the project, anticipating potential challenges, and proposing preemptive solutions.<br><br>Reviewing code written by team members to ensure adherence to coding standards and best practices and that it aligns with the overall project architecture.<br><br>Providing guidance and mentorship to team members, assisting in their professional development, and helping them overcome technical challenges.<br><br>Facilitating communication between different teams or departments involved in a project, ensuring everyone is on the same page regarding technical aspects. Acting as a technical liaison between the development team and clients or stakeholders, communicating technical concepts clearly and understandably.<br><br>Collaborating with project managers to create a technical roadmap and ensuring that technical tasks align with project milestones.<br><br>Being a go-to person for addressing technical issues and challenges, troubleshooting problems, and finding efficient solutions.<br><br>Your Team<br><br>There are three people on the team. You will report directly to your manager. The Reporting team builds event-based and high-load reporting applications on Python, Go, and AWS while also using a bunch of other advanced technologies. Our service manages thousands of requests per second, handling tens of millions of transactions or terabytes of data each month.<br><br>How We Work<br><br>Our daily work is based on DevOps and XP practices — TDD, Automation Testing, CI/CD. There are daily stand-up meetings, sprint planning, reviews, demo sessions, and retrospective meetings.<br><br>What We Offer<br><br>Legal employment;<br>Continuous learning: technical, soft, and leadership skills; free English language classes; participation in conferences, workshops and meetups; free access to linkedin learning and an internal knowledge database;<br>Daily work in distributed teams and communication with American colleagues;<br>Medical insurance;<br>Free snacks;<br>A sports club membership;<br>Paid sick and maternity/paternity leaves + official days off;<br>28 vacation days;<br>Flexible schedule outside the core hours;<br>Regular team outings;<br>A cozy office in the center of Kyiv.<br>Requirements:<br><br>5+ years developing in Python using any web framework;<br>Experience with Go<br>Experience with relational databases (Postgres, MySQL or any other);<br>Experience with NoSQL databases (Elasticsearch or any other);<br>Experience with in-memory caches (Redis, Memcached or any other);<br>Experience with AWS or any other cloud provider infrastructure (Lambda, API Gateway, Kinesis, S3, EC2, DynamoDB, SQS);<br>Experience with distributed systems;<br>Experience with high-loaded backend services;<br>Advance English.<br>Extra Points For:<br><br>Experience with event-driven services;<br>Experience with Kubernetes;<br>Deep understanding of DynamoDB including advanced single table patterns.<br>Any experience with EDI (Electronic Data Interchange)"
